OBV3DaySlope,OBV4DaySlope,OBV5DaySlope,OBV10DaySlope,AD3DaySlope,AD4DaySlope,AD5DaySlope,AD10DaySlope,SlowStochastic,SlowSto1DaySlope,SlowSto1DayPercentSlope,SlowSto3DaySlope,SlowSto5DaySlope,SlowSto10DaySlope,VIXClose,VIX1DaySlope,VIX1DayPercentSlope,VIX5DaySlope,VIX10DaySlope,VIXSlowStochastic,VIXSlowSto1DaySlope,BuySell
4322060000,4886702000,2950580000,408764321.2,1679806997,2880659313,1472987914,302229546.4,69.05205867,2.236754966,3.347668635,8.443603725,6.901606257,4.3557496,25.719999,-0.010001,-0.038869024,-0.4250004,-0.181515224,29.22636313,-0.071640406,-1
44725000,1791047000,3011146000,451232266.7,96093558.17,693344067.8,1822733255,249767184.8,60.52215247,-8.529906205,-12.352863,-3.14657562,7.832269179,5.164655499,26.08,0.360001,1.3996929,-0.8420002,-0.370969752,31.80516703,2.57880391,-1
72640000,1529292000,2298784000,244843430.3,-1072752619,-1050177188,-638003986.2,16753958.69,82.64317187,-5.328867803,-6.057456236,-1.849872685,-0.057095012,4.866442709,22.360001,-0.059999,-0.267613738,-0.2929997,-0.487575636,7.99167533,-0.416949299,-1
3763280000,3793171000,3836389000,241500024.2,911647074.7,1941703541,1293019022,163868973.7,89.31963245,-10.26450128,-10.30736614,-4.968251585,2.012128177,0.917047926,17.01,0.540001,3.278694795,-0.3130001,-0.328363661,10.78875793,8.713295669,-1
-85175000,1470069000,2254400000,373582048.5,-1700639953,-132514996.1,902243338.4,206216266.4,78.93747113,-10.38216131,-11.62360505,-10.3233313,-3.000675777,0.90056285,17.58,0.57,3.350970018,0.0550001,-0.336787945,16.07305936,5.284301428,-1
178010000,2103580000,1004102000,35345836.36,-675312562.3,1098990952,340618761.7,-65773300.41,59.77204831,-3.351628618,-5.309621969,1.03258131,3.633616452,3.156043503,21.17,1.049999,5.218682643,0.0850001,-0.227757515,13.54260211,9.417032235,-1
283080000,1605159000,2266057000,269844084.8,303000503.8,1143194607,1322535683,148046356.5,73.09906337,-15.83717936,-17.80734026,0.518996155,5.425426224,2.536613669,20.65,1.22,6.278950077,-0.1699998,-0.091212164,16.51603122,10.02465078,-1
-4035840000,-1594032000,-86942000,156159660.6,-3181434954,-1077404872,-57140344.09,83424318.77,68.44109502,-4.657968356,-6.372131381,-10.24757386,1.18088938,1.920164758,21.99,1.34,6.489104116,0.389,0.051030273,27.52671323,11.010682,-1
-449310000,-2980118000,-4254056000,-462947606.1,2205403615,2787372417,1003219325,-120133759.7,34.15292388,-1.152742728,-3.265036009,10.66294234,9.501226387,1.860275062,55.130001,0.139999,0.254589916,-1.3729992,2.239394024,62.59005167,0.240135494,-1
52325000,-763160000,505245000,468408897,87202342.18,407640984.9,664357998.5,168481042.7,26.56118455,-12.45649843,-31.92526434,-1.590563315,0.947888405,2.958612975,54.560001,6.830001,14.30966059,-2.8840001,-3.025030206,45.97559401,10.14507359,-1
-1655575000,1018719000,2740374000,935872375.8,-1614240031,1043155140,1810403927,686283930.4,22.65509622,-20.87997784,-47.96127788,-6.43650219,0.91001813,3.852947433,68.510002,13.230003,23.93271208,0.2000007,-1.556545564,53.57774412,29.21820515,-1
51200000,-863019000,318659000,-256979660.6,2031556840,1489280477,2012507537,-170812407.8,61.31561002,-3.287181631,-5.088296569,6.726326945,3.568986775,1.967847076,49.84,-2.529999,-4.831008303,-1.3789998,-1.209757709,12.34540663,-5.587453745,-1
-5791190000,-2262518000,-2100758000,-430958909.1,-2279651724,157987432.5,420992992.7,-177654283.7,54.13336876,-7.182241254,-11.71356079,-5.234711445,1.76179503,0.849101085,47.34,-2.5,-5.016051364,-2.0799996,-1.242242576,6.824205098,-5.521201535,-1
-682820000,1247017000,2109141000,466413545.5,1489416162,1626086523,2019853392,568202955.9,88.38477176,-1.869729324,-2.071618924,13.09239822,11.45155316,4.20648601,39.080002,-0.109997,-0.2806762,-1.2080002,-0.742787812,4.932737447,-0.246630034,-1
-10645000,666703000,1503420000,492336345.5,-480969248.2,684852830.1,1044154182,543768008.6,91.82193114,3.437159378,3.888859257,0.78371503,9.753926652,5.709803487,38.560001,-0.520001,-1.33060638,-0.7059998,-0.806606,3.766815975,-1.165921472,-1
343840000,-878607000,-137721000,338248672.7,-1831056252,-1274612283,-232849885.6,332470476,81.65953751,-10.16239363,-11.06750153,-3.362617125,4.048655442,5.807284099,43.389999,4.829998,12.5259281,0.615,-0.554424242,14.59640742,10.82959144,-1
143305000,1233275000,121832000,207714212.1,844041445,27610599.44,-220982371.6,97195390.42,83.17802919,1.518491677,1.859539894,-4.321950975,-2.087817804,5.379963116,42.560001,-0.829998,-1.912878588,1.1050001,-0.302666661,12.73542544,-1.860981979,-1
137525000,-829812000,221207000,88789454.55,442688090.5,-185398340.1,-386538975.4,-113842585.1,73.62322556,-9.554803631,-11.48717242,-4.018155975,-3.816699436,4.103636149,42.82,0.259999,0.610899892,1.1479996,-0.060909212,13.31838281,0.582957373,-1
-4720775000,-1806650000,-1803483000,-177253509.1,-3237246354,-896374133.1,-868744345.6,-287658448.5,63.71839375,-9.904831809,-13.45340649,-9.72981772,-6.424338673,2.08921583,45.84,3.02,7.052779075,1.3989999,0.307090782,20.08968296,6.771300145,-1
421205000,-1634732000,-720663000,-318566048.5,-443817600.3,-1694100656,-647901074.8,-390649518.1,64.47270442,0.75431067,1.183819343,-4.57526057,-5.383330163,-0.141563606,43.27,-2.57,-5.606457243,0.3040001,0.539757521,14.32735138,-5.76233158,-1
79790000,-812895000,-1772153000,-443986272.7,-847548020,-1111830049,-1722681270,-450526341.4,50.09120793,-14.38149649,-22.30633354,-6.81359291,-7.532416366,-2.82339999,49.139999,5.869999,13.56597874,1.3609996,0.948909012,27.48878352,13.16143215,-1
-597900000,2143927000,3588313000,9546430.303,-2107654479,480593068.1,1820493864,180332161.4,16.38121603,-30.61988225,-65.14716332,-14.84772718,0.996060637,0.084380586,46.669998,3.029999,6.94316927,0.5549999,0.352908848,45.30308444,14.51984988,-1
-421855000,742181000,2123372000,376829181.8,-1463066064,-1039010799,330273006.1,224945542.3,21.09638447,4.715168446,28.78399526,-12.9523569,-4.705122225,1.009737055,44.529999,-2.139999,-4.585384812,0.4899997,0.129211873,37.35350586,-7.949578578,-1
6201460000,2282471000,2157053000,646546606.1,4465226429,1283101117,650415567,238836722.7,22.13544726,1.039062791,4.925312167,2.877115615,-7.378716005,0.95922968,41.25,-3.279999,-7.365818715,-0.3349998,-0.134424364,21.33788574,-16.01562012,-1
589905000,2779527000,1307512000,666804303,1128557387,2088374820,759241815,187120267.7,16.15194621,-5.983501052,-27.03130857,-2.47221913,-5.594407289,-0.251326259,42.93,1.68,4.072727273,-0.6839996,-0.142363685,29.54101074,8.203125,-1
-5602235000,-1948068000,357671000,399508357.6,-4995091288,-1503447825,13765533.81,28148014.73,0,-16.15194621,-100,-11.06772363,-3.770687032,-2.372256217,48.66,5.73,13.34730957,0.2380005,0.230727297,57.51952637,27.97851562,-1
-5824265000,-5674336000,-3214191000,-111772224.2,-2910145265,-3561577931,-1711653409,-208560729,4.889236832,4.889236832,100,-5.631354689,-5.454974254,-3.418491532,48.459999,-0.200001,-0.411017263,1.527,0.390848594,56.54295898,-0.976567383,-1
-5743825000,-5792712000,-5703277000,-701094509.1,-2295568688,-3140934266,-3498293043,-481420062.3,1.144930828,-3.744306004,-76.58262696,0.572465414,-5.324374225,-4.731092795,47.080002,-1.379997,-2.847703319,1.7190003,0.462909273,49.80469238,-6.738266602,-1
-6978765000,-6484166000,-6269977000,-1125277945,-1136640991,-1123592438,-2077828240,-567878181.6,8.333328059,7.188397231,627.845548,1.722045614,-1.449230548,-4.772216991,49.299999,2.219997,4.715371507,1.116,0.608909267,60.64452148,10.8398291,-1
-7359945000,-6961108000,-6637261000,-1326116388,-1875828070,-2288558410,-1895886902,-558514532.4,0.476485056,-7.856843003,-94.28217571,-0.334222886,0.439706134,-3.895179275,52.619999,3.32,6.734280055,0.8759998,0.844484964,76.85545898,16.2109375,-1
362595000,-2896550000,-4118457000,-1196513576,-13252037.53,97960136.53,-835122825.5,-409835831,15.27199866,14.7955136,3105.136964,3.469335301,2.009707789,-1.5967555,45.490002,-7.129997,-13.54997555,-0.0399997,0.597030521,42.04102051,-34.81443848,-1
-124575000,-1304086000,-2921289000,-917735842.4,2624170088,340443443.8,296686399.4,-194170380.3,11.18226679,-4.089731873,-26.77928386,5.352890867,2.701334252,-1.178138345,44.669998,-0.820004,-1.802602691,-0.8630005,0.484424242,38.03709473,-4.003925781,-1
-7541805000,-3103100000,-2896599000,-656369848.5,-3944440738,-615723039.2,-1058243093,-133287838.3,5.1915937,-5.990673088,-53.57297586,-5.04020248,0.442231301,-0.708923047,44.66,-0.009998,-0.022381913,-1.7229999,0.252848442,37.98827637,-0.048818359,-1
-8263225000,-7963024000,-4863481000,-439194793.9,-7662811848,-5563014607,-2804344852,-129473874.9,0.272300731,-4.919292969,-94.75496838,-5.45498303,-1.048877361,-0.245976625,46.349998,1.689998,3.784142409,-1.3370004,-0.106788018,46.24021973,8.251943359,-1
-8397385000,-8211070000,-8028321000,-366186060.6,-7798587807,-7613051998,-6229773788,-263370522.7,0.458732404,0.186431674,68.46535935,-2.366430648,-4.053649857,0.093246564,52.650002,6.300004,13.59224223,1.6,-0.072606055,76.47353264,30.23331292,-1
-7725760000,-8100229000,-8075071000,-245888448.5,-5853002566,-6735306896,-6966043327,-402410405.4,1.602078788,1.143346384,249.2403794,0.664889029,-2.389323729,-0.391741539,50.93,-1.720002,-3.266860275,2.0510006,0.131939412,67.88211449,-8.591418152,-1
45195000,-3091693000,-4886028000,-87552115.15,-1759839165,-3682151340,-4993971302,-464306908.7,8.747609994,7.145531205,446.0162171,4.144438795,0.844181065,-0.180443409,47.560001,-3.369999,-6.616923228,1.0380004,0.1118182,49.1437494,-18.7383651,-1
83185000,-1457696000,-3047991000,25366406.06,-2156421494,-2531374428,-3555737457,-527077930.8,1.974356838,-6.773253156,-77.42975694,0.186139025,1.16929898,-0.634984012,50.169998,2.609997,5.487798455,0.2549999,0.152969727,62.68810261,13.54435322,-1
-478410000,1367456000,86566000,98245284.85,1107378407,2472935981,2591609209,413923553.2,99.47847145,11.33717314,12.86249846,-0.0783003,-1.028039489,0.587033781,32.049999,-1.39,-4.156698689,-0.4880002,-0.705091061,5.231131387,-4.50168606,-1
1006340000,-1315898000,193842000,159031224.2,884047084.2,-292606298.4,1084426986,347654077.1,88.38770852,-11.09076293,-11.14890767,0.1232051,-1.920593819,-0.020795904,32.869999,0.82,2.55850242,-0.1380006,-0.599697188,10.21896594,4.98783455,-1
-6511175000,-2072781000,-2594566000,15890593.94,-1994979255,467283457.2,-178230922.2,212219817.6,86.73797408,-1.64973444,-1.866474952,-6.370248685,-2.554778572,-0.758044424,31.799999,-1.07,-3.255248045,-0.1870004,-0.511272933,3.710450122,-6.508515815,-1
60710000,830469000,-78359000,-712663600,-809294419.9,-250379214.7,159883188.5,-304087378.4,91.23650059,1.27973261,1.422608481,-0.673592525,0.106179004,-0.31498447,28.110001,-0.349998,-1.229789221,-0.4330001,-0.178545448,11.22449627,-2.551005645,-1
5014480000,1944946000,1830040000,-619607818.2,1347377991,674208049,552317362.8,-347755506.9,92.25659902,1.020098437,1.118081503,1.149915525,0.32685094,-0.391844032,28.15,0.039999,0.142294552,-0.3399999,-0.278969703,11.51603415,0.29153788,-1
-84880000,2052136000,993228000,-478119866.7,715435066.9,347378732.4,231931857.1,-340218664.3,74.87633826,-17.38026077,-18.83904344,-8.180081165,-3.311486371,-1.047765942,30.809999,2.659999,9.449374778,0.4769999,-0.150303036,30.90378055,19.3877464,-1
-4824540000,-2006076000,59000000,-195105236.4,-3874235460,-1291145160,-867655974.1,-286861710.1,63.35484292,-11.52149534,-15.38736483,-14.45087805,-6.956401245,-2.056399285,32.68,1.870001,6.069461411,1.114,0.043696909,46.74828208,15.84450153,-1
-207905000,-1526565000,-502736000,452466993.9,1264154892,1688421437,2327231474,433089741.9,52.24481368,-10.23415093,-16.3801545,0.27169305,2.956697153,-0.831993233,26.35,1,3.944773176,-0.6409999,-0.640787964,13.92670157,13.31757454,-1
-5800000,-999811000,-156299000,-166512236.4,-3038915814,-2380443811,-1038724585,185062541.5,22.61610296,-34.81697718,-60.62181778,-14.81435536,-6.321653371,-1.020990169,27.950001,1.730002,6.59802466,0.4910001,-0.4102424,32.24157295,17.7072858,-1
154955000,2267490000,1081867000,-517003733.3,2585089517,2506614144,1171759701,-227528406,90.64435455,-5.811106677,-6.024652832,-0.578413735,0.831322746,-0.887133998,24.27,-0.439999,-1.78065163,-0.2720001,-0.054121127,12.63681718,-4.378099938,-1
50000,2102636000,3256374000,366056181.8,1260038150,1483466045,435638826.6,-169313256.5,93.80551324,-2.175000758,-2.266085758,-0.2384874,0.16926125,1.962733639,24.76,0.08,0.324149109,-0.0999998,-0.276363558,17.51243955,0.79601998,-1
-5395170000,-2079916000,15130000,147212551.5,-505990474.6,788094340.3,1094360873,-143423228.6,88.92155158,-4.883961656,-5.206476131,-3.529481205,-1.105636122,0.796768624,26.01,1.25,5.048465267,0.1989999,-0.087757552,29.95025174,12.43781218,-1
-142665000,-945523000,204604000,-455054000,-1520382365,-44217797.59,385176771,-358489619.7,81.48643518,-15.58293335,-16.05339932,-4.493313515,-1.680517458,-1.301051441,23.49,0.41,1.776429809,-0.116,-0.033757588,17.61516499,9.152541575,-1
-611475000,-1346317000,-2325144000,-831367418.2,149961982.5,-264859524.9,-864802386.4,-642095430.3,80.7752496,-2.331753909,-2.805724922,7.984050455,1.058072735,-2.731812552,25.190001,0.310002,1.245988796,0.333,0.203878812,40.65041201,4.200569675,-1
-388845000,-1239805000,-88080000,-385939230.3,967593537.4,796099927.1,1676537220,55349595.87,91.5804262,-6.330841385,-6.465896665,0.03535964,-1.665510696,1.384436318,20.9,-0.59,-2.745463006,-0.4150001,-0.395757618,0,-6.697459584,-1
-5506610000,-2457887000,-2335513000,-653915036.4,-3215763896,-1117116606,-536542298.2,-120118980.9,81.75339753,-9.827028671,-10.73049021,-8.078935025,-3.642248567,-0.166786199,22.219999,1.319999,6.315784689,0.047,-0.282424352,22.38647307,22.38647307,-1
212475000,-1038161000,-2160042000,-662216903,604411557.8,-814171605.5,-1166839527,-393074718.7,80.10786524,-12.16752564,-13.18610035,-0.822766145,-3.491184001,-1.531818444,22.27,1.579999,7.636534189,0.1350001,-0.171878788,22.91446674,16.68425554,-1
-16950000,688517000,1525979000,-228730787.9,1260270890,1031417842,1315320646,-133118660.9,99.67025764,21.23917246,27.08004411,1.29760948,2.489277319,-1.014320873,17.58,-0.33,-1.842546064,-0.128,-0.193757552,7.938247843,-3.638368648,-1
-42865000,-980855000,-189242000,-441936078.8,2147572329,1128059563,1019561307,-203506160.3,81.39721293,-18.27304471,-18.33349802,1.483063875,-2.230751882,-1.29513229,18.68,1.1,6.257110353,0.1610001,-0.096605988,20.06614334,12.12789549,-1
-5842425000,-2569062000,-2352323000,-685921175.8,-3159575427,-549584421.6,-330207348.8,-329313867.8,49.07811294,-32.31909999,-39.70541352,-25.29607235,-9.302772373,-3.350447895,22.27,3.59,19.21841542,1.0050002,0.191818303,59.64718408,39.58104075,-1
-6541470000,-6055479000,-3802219000,-845375593.9,-5732285968,-4128904103,-2065800541,-455850056,12.02222259,-37.05589035,-75.50390211,-34.68749517,-18.34098699,-6.695532957,27.309999,5.039999,22.63133812,2.3489998,0.710787927,93.72196356,34.07477948,-1
-160850000,2246830000,1134138000,-450818321.2,473207412.5,2338706724,2436439180,78611684.36,92.49685635,-7.503143648,-7.503143648,-1.49564166,0.178816069,-0.159069353,17.469999,0.849998,5.114307755,0.3779999,0.083696855,50.11182324,20.60013099,-1
-6551150000,-2897648000,-380262000,-499439387.9,-5393580158,-2076294612,17205603.74,-65620476.96,65.03579201,-27.46106434,-29.6886461,-17.482104,-6.044104174,-1.489281493,22.809999,5.34,30.5666875,1.3979998,0.395878673,95.10662546,44.99480222,-1
-556115000,-2773451000,-1597016000,-532380945.5,-1800242108,-3034790332,-1609529910,-241117566.1,72.42577093,7.389978915,11.36294137,-10.03554271,-8.108894547,-1.901032223,21.08,-1.729999,-7.584388759,1.541,0.492908988,73.40024173,-21.70638373,-1
6200860000,2118385000,-251339000,-383791060.6,3459803682,434330759.5,-1133559012,-334713000.6,86.24840244,13.82263151,19.08523904,10.60630522,-4.757428055,-1.341867257,18.440001,-2.639999,-12.52371442,0.7250001,0.399393903,40.27604263,-33.12419911,-1
5575000,2511979000,1019956000,-262109260.6,-864573602,734622760,-373965547.7,-401688544.8,61.00106213,-25.2473403,-29.27282081,-5.7123544,-4.177897802,-3.032973267,22.049999,3.609998,19.5769946,0.4790002,0.63654543,85.57086756,45.29482493,-1
-555105000,879934000,2259417000,-125528709.1,-1308159290,-135295006.6,687743036.3,-415163215.9,79.34036062,18.33929849,30.06390028,-3.45402091,1.718442841,-3.176596481,20.190001,-1.859998,-8.435365462,-0.4269997,0.659515206,62.2333799,-23.33748766,-1
-828335000,-1817674000,-440125000,-143205266.7,-454605250.8,-1702739737,-789303399.2,-492483095.8,42.82880922,-36.5115514,-46.01888763,-9.086126455,-6.610196523,-4.713765355,23.84,3.649999,18.07825071,0.727,0.739697036,82.23494917,20.00156927,-1
-6695330000,-3195255000,-3065841000,-343600042.4,-2517824137,-956534519.9,-1621314421,-533725927.7,33.2631919,-9.56561732,-22.33453952,-23.03858436,-12.4142674,-6.207799407,24.91,1.07,4.488255034,1.4729999,0.819272806,80.66666667,-1.568282499,-1
-8706875000,-7882135000,-5153150000,-504452503,745412245.9,-883240592.9,-387242029.4,-369062519.1,40.49086485,7.227672947,21.72874139,-1.168972185,-8.709756329,-6.45912941,32.799999,7.889999,31.67402248,2.6219999,1.235090879,68.95604274,-11.71062393,-1
177410000,-1123773000,219485000,-345440563.6,181126284.4,50507838.59,1119794621,234941260.6,59.50905529,-9.239726041,-13.43983975,0.53564765,6.82163036,0.378548383,26.68,1.16,4.545454545,-3.1860002,0.735272752,42.53342923,4.309063573,-1
-5498520000,-2218538000,-2287344000,-108807072.7,-3252940797,-1014261835,-702878092.5,147322939.3,45.38017691,-14.12887838,-23.74240073,-11.68430221,-3.016034477,0.449135775,31.24,4.56,17.09145427,0.316,0.586848442,59.47250673,16.93907749,-1
-123960000,-1320004000,-2269340000,537691993.9,-504714831.4,-636442614.1,-1364326520,20991860.5,35.71846401,-10.47976817,-22.68434889,-4.83085645,-7.937145774,0.899476502,33.549999,2.709999,8.787285992,2.0219998,0.037636321,68.05348306,10.06686032,-1
-6468320000,-2721200000,-2652816000,584614703,-1638489796,-334215935.3,-478867422.5,-114626774.7,31.98494046,-3.733523555,-10.45264308,-7.10664586,-6.470994256,-0.932523881,35.32,1.770001,5.275711037,1.9589999,-0.055757606,74.62852343,6.575040373,-1
20500000,1835164000,830544000,249957915.2,-1257509726,230283506.3,770478071.5,314589623.6,42.4501361,-0.410981332,-0.958867516,0.20506984,0.334521652,3.948565625,24.879999,0.929998,3.883081257,-0.3950003,-1.131878897,22.93456048,0.833690643,-1
60735000,-1455016000,-655593000,-64176703.03,2881190729,2937217518,2908722963,171426864.5,97.14100665,5.11138933,5.55406996,0.822797495,0.753007021,2.151035975,22.139999,0.399999,1.839921803,-0.1449999,-0.2449698,4.808865302,4.682755615,-1
0,-759431000,-1496543000,60772709.09,1728678952,2247116195,2495825566,329269954.1,91.54760604,-5.593400605,-5.758022073,-0.24100564,-0.862689611,2.140861628,22.370001,0.230002,1.038852802,0.0360003,-0.241212067,6.226880011,1.418014709,-1
