OBV3DaySlope,OBV4DaySlope,OBV10DaySlope,AD3DaySlope,AD4DaySlope,SlowStochastic,SlowSto1DaySlope,SlowSto5DaySlope,14DayRSI,14DayRSI1DaySlope,VIXClose,VIX1DaySlope,VIX10DaySlope,VIXSlowStochastic,BuySell
-3160955000,-1359719000,150369842.4,-1059459592,-221036885,90.05842201,-4.01157249,-0.985991298,57.78992982,-0.846076793,12.88,0.03,-0.190181818,15.32416202,0
-22090000,1394107000,-139501509.1,871856432.1,1816767557,95.00629332,-4.521748136,7.42552126,60.64568136,-0.865131011,15.75,0.77,-0.30957577,4.928229901,0
17355000,715978000,-257541515.2,550982504.5,-78323661.67,99.1357368,3.893270549,1.002110652,70.36182204,2.785490678,13.1,-0.85,-0.079212121,0.558659218,0
132140000,-660301000,-199400842.4,939637423.9,254860918,96.62596449,-2.50977231,-0.317084995,67.19158723,-3.17023481,14.12,1.02,-0.087454545,6.25698324,0
-3820315000,-1515763000,-77720503.03,-2192753084,-488213326.7,88.71569852,-7.910265963,-1.488239938,58.27892708,-8.91266015,15.42,1.3,-0.041333333,13.51955307,0
84105000,725258000,4132490.909,210879619.1,-308234274.3,98.64821193,4.857993954,-0.656506614,63.80068766,3.600490917,11.68,-0.37,-0.10969697,4.203821924,0
211250000,-507419000,8351042.424,1367672345,610030542.6,97.76393541,-0.884276521,0.18933456,62.76766719,-1.03302047,11.55,-0.13,-0.157939394,3.375796393,0
38935000,750243000,-12404715.15,606497420.9,974533557.5,98.1892065,0.425271091,0.6393488,64.91249929,2.144832107,11.81,0.26,-0.150121212,5.031847454,0
-58935000,-627706000,-71529321.21,-1512673657,-576336408.1,92.25243328,-5.936773217,-0.353457482,57.85196265,-7.060536648,12.64,0.83,-0.027393939,10.31847199,0
96255000,661672000,-182391181.8,-99713678.17,-329732272.2,94.266023,2.013589719,-1.427587998,59.46250267,1.610540027,12.19,-0.45,0.045636364,7.452229774,0
3344740000,1386815000,-186884278.8,3139793477,1226233221,96.64075653,2.374733529,-0.616954125,61.33878525,1.876282572,11.43,-0.76,0.056,2.611465134,0
107885000,1411461000,-93100030.3,2834523928,2926487710,95.08240155,-1.55835498,-0.182528665,59.39595709,-1.942828157,11.34,-0.09,0.004787879,2.03821669,0
-2931175000,-1077014000,-6222551.515,1819421829,2316660616,94.03111836,-1.051283188,0.437374871,58.61508426,-0.780872827,12.27,0.93,0.012242424,11.31221719,0
131970000,-1124013000,16424339.39,-844712967.1,332763423.9,95.42737453,1.396256176,-0.02869351,60.54923305,1.934148792,12.38,0.11,0.027030303,18.75862069,0
-53395000,-561153000,-68672696.97,-2192993243,-1232676646,85.16266114,-10.2647134,-2.261121779,53.32874615,-7.220486905,13.45,1.07,0.117454545,40.3654418,0
-3058795000,-1237658000,-142082163.6,-1327386253,-1824977480,82.18542361,-2.977237523,-3.466241308,51.61102015,-1.717725994,13.63,0.18,0.176060606,43.35547453,0
-3155825000,-3134910000,-234647787.9,-1231004989,-1291330461,79.32213713,-2.863286487,-4.265991338,49.62311936,-1.987900793,13.65,0.02,0.203454545,43.68770038,0
-343780000,-1431295000,-309809963.6,86379252.65,-438077730,88.78857031,9.466433181,-1.911813246,55.69854251,6.075423146,12.94,-0.71,0.184,31.89368241,0
-176010000,-842830000,-329012236.4,652386942.1,160010304.1,83.05888347,-5.729686836,0.239559137,53.10755731,-2.590985197,13.12,0.18,0.216,42.33870968,0
-3386595000,-1536203000,-339020666.7,967576595.6,994272758.5,73.67562778,-9.383255691,-1.328284532,50.06354683,-3.04401048,13.42,0.3,0.228545455,61.38107417,0
-3579255000,-3426232000,-279485163.6,2163296846,1469198791,63.03765587,-10.63797192,-4.768190505,50.00990358,-0.053643253,13.48,0.06,0.178787879,62.91560102,0
-37940000,719752000,209851842.4,-682059029.6,400072503.1,65.80524992,22.94838708,4.758310697,52.43112059,4.947396534,13.29,-0.73,-0.197333333,23.9199157,0
517895000,-546695000,57686715.15,1049284390,10225818.33,56.33935825,-9.465891673,-0.074984527,50.32510522,-2.106015374,13.57,0.28,-0.074666667,26.87038988,0
-3444220000,-1128285000,-148701157.6,-218299013.6,288986867.8,42.00013035,-14.3392279,-4.242898729,47.23024181,-3.094863413,13.63,0.06,0.101030303,25.46045504,0
77830000,-1269656000,-248776751.5,-662379899.3,-231483384.2,54.37126059,12.37113024,-0.077632407,50.08243216,2.852190357,12.99,-0.64,0.094909091,18.52654388,0
2501620000,3030218000,163344939.4,2501620000,2600937070,100,0.066174691,1.544763698,70.68597638,2.155719309,12.34,-0.09,-0.242545455,1.658986175,0
-960525000,607737000,387503745.5,-518289205,873078477,91.0233701,-8.976629904,-1.551101774,64.29418401,-6.391792373,13.15,0.81,-0.175030303,9.124423963,0
100455000,185088000,396700824.2,-1203704541,-508960565.5,93.29254242,2.269172323,-1.925106603,65.15202305,0.857839046,12.9,-0.25,-0.088121212,6.820276498,0
1535000,1508569000,19158654.55,2217651596,1969364542,94.39477404,-1.20175105,3.354473628,62.04469793,-0.891241423,11.67,-0.18,0.122181818,7.014218009,0
-210965000,626706000,133721042.4,1751841783,1969766717,96.08942861,1.694654574,3.765772546,64.512554,2.467856069,11.32,-0.35,0.001757576,7.262571185,0
61140000,-757873000,154939697,-886786493.2,230225771.2,89.81545791,-6.273970701,0.239120668,60.24144009,-4.271113907,11.56,0.24,-0.095515152,12.4260355,0
-1608805000,-285077000,83250284.85,-2484744406,-1379396539,89.52531828,-0.290139633,-1.672172975,60.24144009,0,11.49,-0.07,-0.197515152,12.0950324,0
1810205000,120840000,89611739.39,934265594.5,-579911524.4,94.14101503,4.615696755,-0.707162834,62.52760939,2.286169306,11.26,-0.23,-0.276,8.707124011,0
79140000,409525000,87239618.18,3276606498,1802441255,89.3902262,-4.750788831,-0.90728477,59.7167232,-2.810886199,11.54,0.28,-0.266363636,16.09498681,0
-190430000,625652000,117306963.6,1270831980,2141902488,92.92537588,3.535149678,0.608474386,61.32798505,1.611261855,11.23,-0.31,-0.228545455,7.915567282,0
-251860000,-881628000,3664218.182,-23542752.47,826601343.7,86.03010719,-6.895268689,-0.820606133,57.35722541,-3.97075964,11.87,0.64,-0.085212121,24.80211082,0
-134870000,484960000,-109609339.4,1783667709,987264267.6,89.32770222,3.297595031,-1.298674463,59.04929114,1.692065726,12.48,0.61,0.038363636,40.89709763,0
74640000,-699188000,-108245927.3,1078670963,1072746826,80.55131369,-8.776388537,-2.127549869,54.29316931,-4.756121823,12.78,0.3,0.116121212,48.81266491,0
179500000,785678000,-67209381.82,-437080521.6,598142256.9,88.60128766,8.049973972,-1.412696995,57.70263747,3.409468159,11.54,-1.24,0.102969697,16.09498681,0
-284300000,414240000,104969727.3,-1354713800,-234768404.7,51.61320973,-2.36773552,-4.014574046,50.80804512,2.566659159,12.39,-0.5,0.015818182,40.35087719,0
74385000,-766333000,51978703.03,-199531299.4,-1013126534,42.88598809,-8.727221636,-5.439703984,49.66879782,-1.1392473,12.87,0.48,0.105818182,50.33259424,0
-133870000,574939000,-46392933.33,-733493227.2,-399422721.9,44.39787368,1.51188559,-5.167631403,50.65857885,0.989781036,14.05,1.18,0.230606061,76.49667406,0
3951340000,1638861000,70932666.67,3199337082,2981506546,100,11.38177054,2.372518361,65.55064547,3.815162385,10.57,0.11,-0.032727273,10.50156575,0
3484790000,3753650000,90469866.67,2572035896,2754795787,97.49687609,-2.503123906,2.662336203,65.58462737,0.033981897,9.77,-0.8,-0.062484848,1.512859075,0
-112075000,1337741000,181357000,407171048.9,1466737809,91.48470346,-6.012172636,1.827419142,63.73092261,-1.853704764,9.96,0.19,-0.074242424,5.952380067,0
-5030000,660455000,163920781.8,1369246270,1223768330,94.80491556,3.320212099,0.385807565,64.90763585,1.176713241,10.21,0.25,-0.056666667,9.672617608,0
107230000,-1145226000,-458710915.2,-116591845.4,-584291710.6,93.62860788,3.423628691,-2.149546888,64.81099411,1.321955454,10.39,-0.06,0.032969697,12.31454189,0
3650580000,1540226000,-355188030.3,1121016262,178610101.9,94.21285108,0.584243198,-1.214976588,65.04359534,0.232601227,10.16,-0.23,0.028969697,8.902078472,0
-149240000,1355032000,-189632024.2,169190029.3,749761817.8,87.30764492,-6.905206155,-1.395433481,63.63612905,-1.407466286,10.7,0.54,0.050727273,19.19192196,0
-4027545000,-1700603000,-43966345.45,1739118261,1101670919,84.94530606,-2.362338857,-1.68403092,61.93552715,-1.7006019,11.46,0.76,0.093333333,30.15873451,0
3832540000,1807258000,-327303787.9,-868831431.2,-590731093.7,94.92056388,0.213689684,0.267633472,67.36091844,0.253362363,9.6,0.17,-0.042484848,12.02531646,0
-219250000,1456570000,-253467175.8,313730409.4,-230858101.2,88.99654414,-5.924019735,-0.294700702,65.49093409,-1.869984358,10.11,0.51,0.001575758,20.09493671,0
-3645145000,-1519533000,-185219012.1,1685479455,971831243,84.75883637,-4.237707775,-1.536271815,62.90069411,-2.590239976,10.29,0.18,0.026909091,22.94303797,0
-3381990000,-3557327000,-214310151.5,32816489.5,584480460.4,82.46109961,-2.29773676,-3.465327668,61.48081176,-1.41988235,10.26,-0.03,0.061818182,22.46835443,0
-4175000,-1337857000,-235123684.8,-367247887.8,232711671.5,90.18390048,7.722800873,-1.600877133,64.3903488,2.90953704,10.09,-0.17,0.086787879,19.77848101,0
3469720000,1387155000,-95850321.21,1752286052,544551543.4,91.74117471,1.557274227,1.091432524,64.9650254,0.5746766,10.28,0.19,0.113030303,22.78481013,0
-83220000,1336184000,51844145.45,893883759.5,1173258822,84.83518808,-6.905986626,0.943277853,60.31628098,-4.648744418,10.44,0.16,0.128060606,25.3164557,0
-204940000,556108000,188822484.8,180492249.9,701515167.4,90.79658808,5.961399992,1.132226453,62.79145618,2.475175197,10.03,-0.41,0.095636364,18.82911392,0
3083460000,1080084000,181963000,1765453499,1038480987,96.00443773,5.207849652,1.069648786,64.85382576,2.062369582,9.93,-0.1,0.05430303,17.24683544,0
719355000,1100582000,-24110048.48,2778698351,2748056681,100,3.465491802,0.440789255,64.93679051,1.486131856,10.17,-0.27,-0.134060606,15.75829197,0
4023735000,1875220000,154673187.9,2331564593,2095523766,95.1083297,-4.891670295,-0.905294451,66.10866437,1.171873859,10.15,-0.02,-0.239393939,15.52132518,0
3221700000,3708401000,299502018.2,697935810.1,1855708405,98.16404688,3.055717178,-0.509808473,67.01527382,0.906609456,10.18,0.03,-0.203333333,15.87677537,0
3389555000,3316933000,466719648.5,2381142152,1530264290,99.3332153,1.169168418,0.376146109,67.55001145,0.534737627,9.78,-0.4,-0.204242424,7.63546704,0
299575000,1507476000,435624690.9,697475762.6,1211896375,90.98360656,-8.349608743,-1.380790129,62.32218374,-5.227827709,9.67,-0.11,-0.194060606,1.932989442,0
-32450000,746447000,260701072.7,25316703.88,789959548.6,92.75395956,1.770353005,-1.188918061,62.97644675,0.654263009,9.59,-0.08,-0.127454545,1.156812191,0
114120000,1617898000,-264439436.4,1101007516,-6993506.383,91.80004878,-6.800029675,1.186606275,64.81912438,-5.868669685,10.5,0.7,0.060242424,33.98533007,0
84180000,850754000,-255151581.8,-381908338.6,594205705.6,93.75306269,1.953013912,2.497978549,65.72288136,0.903756979,10.18,-0.32,0.024545455,26.16136919,0
3820205000,1577185000,-164605672.7,-625605410.8,-614491113.3,92.99240698,-0.760655714,0.829756494,67.2515739,1.52869254,10.2,0.02,-0.024484848,26.65036675,0
3930725000,3887922000,-16380187.88,1032153858,504154096.1,92.49226128,-0.500145701,-1.102327616,67.4384696,0.186895697,9.93,-0.27,-0.091151515,20.04889976,0
3807990000,3833575000,225811309.1,3289000873,1919606267,99.42241795,6.930156676,1.398393693,70.40451098,2.966041385,9.14,-0.79,-0.204787879,3.562945368,0
3553395000,3703289000,375222521.2,2344352954,2737498518,97.86425902,-1.558158928,1.465240364,71.55348129,1.14897031,9.4,0.26,-0.220848485,9.73871734,0
-135285000,1343050000,380219048.5,724487789.6,1546077043,94.14613494,-3.718124082,0.767945368,71.11066754,-0.442813758,9.89,0.49,-0.183939394,21.37767221,0
44855000,707672000,241865636.4,1529337034,1357727182,97.57763353,3.431498586,0.489446149,72.50911748,1.398449946,9.78,-0.11,-0.132969697,18.76484561,0
33875000,-732634000,9275969.697,3101607912,2161399866,88.62289749,-8.954736036,-2.188566642,63.82626367,-8.682853814,10.5,0.72,-0.020484848,35.86698337,0
-3659260000,-1408909000,-202134521.2,2663155508,2835381989,86.49419927,-2.128698221,-2.826335696,61.92780329,-1.898460376,11.29,0.79,0.044787879,54.63182898,0
498085000,-430784000,25178836.36,1598838869,773909976.3,86.63678885,-4.615216105,-2.192919622,73.10541955,-3.5705584,11.43,0.15,0.060060606,47.6744186,0
-3982735000,-1302326000,-152442793.9,-711653574.7,37558860.65,78.75236196,-7.884426884,-4.520620938,71.25216286,-1.853256686,11.68,0.25,0.190424242,51.82724252,0
4724290000,2377957000,409725006.1,1677574981,336512882.1,96.81389685,-0.369744456,0.679696086,75.91926741,3.064113366,9.53,0.11,-0.141636364,16.11295681,0
178035000,2196463000,356834563.6,-1622114305,80200200.45,91.05782434,-5.756072511,0.858975643,70.71362192,-5.205645493,10.03,0.5,-0.063090909,24.41860465,0
-3304810000,-1202347000,106749387.9,-2442329640,-1836744439,88.56895818,-2.488866163,0.208793796,69.40436605,-1.309255867,9.72,-0.31,-0.006363636,19.26910299,0
16180000,-1324972000,-158504066.7,-1880488774,-2218681120,92.43753528,3.868577099,-1.773715073,70.79965451,1.395288459,9.62,-0.1,0.003333333,17.60797342,0
436780000,-382902000,-333053448.5,-411129099.5,-997785143.1,91.54313459,-0.894400684,-0.916181358,70.00478141,-0.794873099,9.9,0.28,-0.003818182,22.25913621,0
-2184305000,-568549000,-344048787.9,593626368.3,-103235579.9,89.47791674,-2.06521785,-0.018563878,68.10346541,-1.901316,10.25,0.35,-0.011757576,28.0730897,0
116650000,-846837000,-202743860.6,174747249.7,436307564.7,91.01959555,1.541678804,0.19416562,68.78502266,0.681557244,10.47,0.22,0.019939394,31.72757475,0
2177705000,936197000,-94937903.03,1137683585,742276206.9,94.59719974,3.577604192,0.379578988,70.36740557,1.582382918,10.18,-0.29,0.046484848,26.910299,0
-136365000,-748756000,185679248.5,254394864.8,397182668.7,88.33233708,-1.237428249,-1.284419911,58.44975907,-0.62621127,13.43,0.01,-0.144363636,16.68874172,0
-3422045000,-1439966000,-75935024.24,-705347220.8,-167310744.2,84.52994189,-3.802395187,-1.361650841,56.46895432,-1.980804755,13.42,-0.01,-0.09969697,16.94800925,0
-174400000,-1484129000,-254680793.9,-320699447.3,-436749782,95.17255144,10.64260955,1.785986152,60.5034872,4.034532876,13.08,-0.34,-0.058545455,14.65226297,0
-173210000,-812544000,-412464345.5,-1133382694,-923047724.8,90.55399354,-4.618557902,0.880867079,58.02667934,-2.476807857,13.22,0.14,0.007818182,15.59757026,0
3177770000,1105584000,492208787.9,463486832.6,614563830.3,95.80246048,-3.728047935,-0.401902113,65.18786823,0.537014812,12.35,0.17,-0.506969697,16.12541993,0
3316670000,3250198000,393245157.6,-236894362.6,546748452.4,98.28218944,2.479728958,-0.244493283,66.09374707,0.905878844,12.34,-0.01,-0.326969697,16.01343785,0
3308875000,3235710000,464856903,718034159.1,732272640.4,97.07493129,4.190489926,2.907173129,68.16308554,5.887287043,11.8,0.05,-0.275272727,24.36471983,0
-1134940000,636815000,223329490.9,-991756026.7,-472975984.4,92.22521707,-4.849714218,3.777527596,67.6246863,-0.538399244,11.68,-0.12,-0.220242424,22.57099812,0
-4489910000,-2253388000,-113321187.9,-1413054497,-737441039.4,85.10076695,-7.12445012,-1.016815989,62.5507362,-5.073950097,12.2,0.52,-0.146060606,30.34379218,0
-3328845000,-4016811000,-452065242.4,-695952273,-1405627538,82.46532209,-2.635444863,-3.281240289,60.73534714,-1.81538906,12.42,0.22,-0.098787879,33.63228197,0
-3337050000,-3342441000,-695990800,-2413758430,-1447222036,75.83178838,-6.633533703,-5.224618079,56.30573587,-4.429611274,12.89,0.47,-0.021515152,40.65769198,0
-163885000,-1422837000,-691933400,-2091109859,-2156021987,80.55922037,4.727431988,-3.260097196,59.00202062,2.696284749,12.41,-0.48,-0.018727273,33.48280516,0
-185725000,-821936000,-584014775.8,-733090991.6,-1404975554,80.54475713,-0.014463236,-1.101812134,58.99224671,-0.0097739,12.12,-0.29,-0.052242424,29.14797771,0
-34055000,554592000,-426674327.3,-517787892.2,-746835890.7,88.20991678,7.665159644,1.620215814,62.53445049,3.542203775,12,-0.12,0.014424242,27.354256,0
-18845000,-704578000,-286244042.4,-1063339380,-745252646.1,87.37177442,-0.838142359,3.073066848,61.90478046,-0.629670029,12.05,0.05,0.044848485,28.10164004,0
-78030000,562580000,32488484.85,303107892,504412140.7,66.25144104,5.568404871,-4.614632047,50.89048914,2.376645006,12,-0.14,0.149757576,75.87209302,1
-137520000,-681998000,57938927.27,1320139411,636124394.8,64.95277547,-1.298665579,-3.483897435,50.30723809,-0.583251055,11.91,-0.09,0.119212121,73.25581395,1
-136860000,443048000,48793690.91,1562526303,1539367651,68.5808621,3.628086635,-1.064086132,52.5074604,2.200222313,11.47,-0.44,0.103272727,60.46511628,1
-12115000,-1068303000,-192732497,683397210.7,286038226.1,78.32355826,14.97437531,-5.3261547,55.05911352,5.290764745,10.96,-0.49,0.073212121,45.63953488,1
128235000,-1048170000,-350334921.2,695515614.2,-156796319.6,82.19099017,22.21544427,-5.397811861,57.82993613,7.03132141,10.34,-1.27,0.07769697,27.61627907,1
-61180000,-1378438000,-137673400,-382739204.2,-1529462064,24.47496475,24.30370442,-2.674473919,37.77548395,12.07236985,15.96,-3.669999,1.025818176,58.45004669,1
136390000,532477000,435641406.1,22319644.02,69569663.53,23.76275446,19.219397,-4.46321692,39.17565501,4.509901159,17.27,-0.859999,-0.151939448,65.54112554,1
-24625000,-629436000,-264091012.1,868026412.3,141222440,58.28468574,-1.711286589,-4.033200094,51.31620988,-0.772139494,14.64,-0.5,0.177878788,42.77056277,1
-14040000,557593000,-265974145.5,1398780422,1257188326,62.06587776,3.781192013,-0.460074656,52.97493803,1.658728154,14.53,-0.11,0.278484848,41.81818182,1
2898820000,1155692000,-202020545.5,2100534549,1642972588,75.61232268,13.54644493,4.416447896,58.43836059,5.463422564,13.46,-1.07,0.233454545,32.55411255,1
-89810000,404128000,293014260.6,522588806.6,794666380.2,85.89004837,9.15058624,0.239787767,60.45665702,3.919603125,12.71,-0.78,-0.243272727,24.22360248,1
-265460000,991290000,-437481193.9,-1589448260,-76840674.48,37.49506637,-21.18540722,-7.116405582,43.31592894,-6.522289846,16.67,1.96,0.418363618,91.82879377,1
10865000,458483000,-385836054.5,11870045.52,-337306377.5,67.28875514,29.79368877,1.295876341,52.69242206,9.376493126,14.73,-1.94,0.334969691,53.90625,1
-190000,-1326142000,-496552309.1,443304241.9,-495701243.3,39.30455842,26.88493083,-9.193381493,48.15948205,5.664451336,15.53,-3.359999,0.460909048,50,1
-80680000,441763000,455326406.1,-199384208,-202754113.9,61.33372283,15.32460843,-5.959554988,51.59442552,3.743457177,16.639999,-0.930001,0.105272673,66.08694203,1
397545000,1121971000,282797012.1,425019479.8,444370600.5,31.34388466,31.1326661,3.834879041,42.62588732,10.51904709,22.940001,-2.219999,0.560484921,74.58604569,1
1109185000,-907971000,-507743024.2,710565789.2,-1066517199,21.94821018,20.40408625,-1.527848422,34.75840777,1.386900106,30.83,0.16,0.926787842,71.23760241,1
-127010000,-1105869000,-69552763.64,-95974109.53,-993634590.9,50.27523468,16.9455029,-2.400970236,49.61718475,7.820830961,23.809999,-2.49,-0.732848618,40.03503723,1
89805000,-1187013000,30566084.85,1478932793,243976138.2,54.65331943,10.74903826,-1.480317515,51.2325778,4.950173889,25.27,-2.109999,0.15272737,45.49910873,1
-344570000,-1583802000,-177838836.4,-645954958,-307176987.6,51.58243247,3.95610268,-7.288323367,42.49272042,2.320397046,21.639999,-1.32,0.575818079,43.64206436,1
3390475000,1133177000,-3854593.939,2965595263,833468275.8,60.78566265,9.203230184,-5.347728452,47.5856512,5.09293078,20.41,-1.229999,0.456969673,33.98744113,1
-347090000,1164207000,144838424.2,3376140340,3177119164,55.98684713,-4.798815522,-2.488082491,46.34886612,-1.236785087,20.799999,0.389999,0.344060552,37.04865777,1
-4093630000,-1863772000,152813393.9,2274696888,2667968399,54.90498909,-1.081858033,1.896173328,45.83705885,-0.511807264,21.17,0.370001,0.348605976,39.95290424,1
307125000,297444000,247354678.8,164142635.2,225752659.3,13.01841597,12.35955658,-0.005274962,40.7094096,5.419209398,26.280001,-2.629999,0.188363703,67.95470353,1
77330000,-1330820000,-5574484.848,-624159920.7,-1716259562,33.32878267,6.191159072,-7.209188428,45.02591248,2.31456364,22.639999,-1.880001,0.256666576,38.36615329,1
161195000,-601623000,-148724854.5,742911772.7,-358694438.2,31.97873526,-1.350047416,-5.713215572,44.60273383,-0.423178652,21.68,-0.959999,0.224484861,31.36397291,1
-1651505000,-3446824000,-878329581.8,3283298437,1715166085,27.03926903,12.51344485,5.60554347,34.59889878,8.429607479,29.02,-1.99,0.801454424,55.67651403,1
-87675000,947294000,-370474412.1,1437684847,1316874889,30.19229809,3.42655966,1.237125959,41.98053893,2.090235271,27.6,-0.41,0.179696879,48.31518654,1
-62000000,754290000,-19275915.15,194360096.2,675918621.9,36.91552711,5.237204067,0.122181689,47.10142313,3.064944055,24.059999,-1.060002,-0.369393939,26.65580347,1
-5418395000,-2244407000,29878927.27,-296629213,645378993,14.11104024,-0.24949811,-5.950785755,37.01106163,-2.022546043,32.240002,1.080002,0.613757739,66.54113204,1
-173690000,-2218649000,-6974606.061,3479670433,1585082559,53.04947409,38.93843385,2.267097018,50.07975583,13.0686942,25.790001,-6.450001,0.342303236,29.72781015,1
251005000,-1429474000,65197103.03,-919069732.5,-2043019598,47.4855196,5.598311428,-6.176802244,48.38209149,1.661969651,25.610001,-0.099998,-0.494909285,28.43841178,1
8105000,-1468776000,-389739884.8,-60866603.18,-1212500947,58.96017224,4.651422542,-5.507763605,47.47978767,1.791701261,22.780001,-1.039999,0.0157576,10.91036907,1
-312505000,-2554325000,-552764878.8,2798110764,317059366.4,20.54144545,14.08302553,2.461560067,37.84826606,11.5894146,25.1,-3.440001,0.277696939,58.62319265,1
-9137615000,-8779368000,-1198837103,-2035992557,-3049448152,12.82703921,12.6416943,-0.712333712,22.98243587,-0.554309568,69.949997,6.029999,3.039696685,88.01028364,1
769450000,-2059150000,114912206.1,1025900491,309565388.1,23.17196839,21.10300395,0.906611361,43.35056572,11.24450588,66.959999,-13.099999,1.039817891,66.6223006,1
201080000,-2753306000,94354600,599042592.2,-2371094945,13.81935031,12.80914548,0.259867821,38.38319921,6.371529131,72.669998,-8.190003,1.9116364,66.72587001,1
59045000,252484000,747802884.8,-225223968.8,89459930.34,35.54023019,12.88513397,0.274298986,45.45424926,3.772328746,62.98,-5.530002,-1.619030279,41.3648419,1
-1252710000,-2617778000,-242829939.4,-946868855.8,-909299368,47.70535809,1.872509733,-2.213217915,47.203947,0.860382027,44.209999,-0.810001,-1.544060455,7.26548359,1
1713300000,-32956000,-227313600,1164781523,-57064045,49.45025065,1.744892557,-1.262336908,48.04006468,0.83611768,43.380001,-0.829998,-1.46030283,5.200298323,1
-721690000,218956000,-149510975.8,1501623302,1321741932,48.18190845,-1.268342199,0.195878689,47.45180227,-0.58826241,43.900002,0.520001,-1.297878509,6.494154939,1
152185000,322983000,2722921.212,2535496146,2099723312,56.14469609,7.962787645,2.110024583,51.46965717,4.017854902,41.630001,-2.270001,-0.968121012,0.845981545,1
-5835000,1352465000,274278224.2,2130145067,3146499504,19.81370575,3.188830084,-8.297759118,42.01278297,1.06748054,47.27,-0.020001,0.506606103,32.75535934,1
-5511925000,-5362331000,-172227121.2,-779068806.3,-2250735896,15.14870356,-0.315301353,-6.359732686,42.34652676,-0.07984199,45.52,0.68,-0.974545473,29.13013823,1
106520000,-2108589000,-427837412.1,2920710245,826944095.3,24.5145288,9.365825241,-6.510931911,45.62021898,3.273692223,43.060001,-2.459999,-0.403333176,26.88125506,1
670505000,1874120000,553617854.5,1856854927,683576984.2,25.02013372,20.66431377,3.492651057,40.44349026,12.88584219,44.369999,-5.310001,0.221394048,32.5895105,1
7953070000,3450479000,957919624.2,3694119850,1606918866,25.85398455,0.833850828,6.601181715,40.90607187,0.462581607,43.610001,-0.759998,-0.2445454,28.64556675,1
7307220000,7698612000,1367529315,2682612537,4072057492,39.77353921,13.91955466,8.751009904,48.14642116,7.240349298,41.18,-2.430001,-0.830848442,16.03528718,1
7056860000,7153122000,1699327491,5945182374,3857613872,42.52617948,2.752640265,9.109412454,49.46503441,1.318613246,42.360001,1.180001,-1.197939442,22.1588001,1
-5587580000,-6416050000,-339988933.3,-1766262568,-3173720330,71.28891507,-0.884555156,-4.337592345,51.86154827,-0.406272184,32.630001,1.280001,-0.236363545,30.74582094,1
20090000,1142289000,14156030.3,-359385325.2,815866530,79.8166938,5.087372092,1.872685381,56.13901153,3.488060013,31.67,-0.690001,0.079333424,31.00303951,1
293680000,1089151000,-207044254.5,2591482259,1491577476,36.50902181,25.22148177,6.711501255,48.68698881,9.821848387,26.309999,-2.710001,0.345636333,15.45547436,1
4324235000,1870861000,52550787.88,4324235000,3249542355,42.02051702,5.511495211,8.161324938,50.55637126,1.86938246,25.02,-1.289999,-0.019393958,2.251801202,1
4693930000,4581093000,232135921.2,4414374664,4413359799,72.90300965,30.88249262,14.57945707,59.46697742,8.910606153,25.889999,0.869999,-0.266303091,19.18062384,1
5068735000,4809833000,467547987.9,3833772759,4012944588,82.17697065,9.273960999,17.8172849,61.69922361,2.232246195,25.42,-0.469999,-0.541939497,14.80446927,1
-121370000,1988691000,564873333.3,2992290268,3498072579,81.76276617,-0.414204478,13.06639423,61.53621967,-0.163003947,24.34,-1.08,-0.75145457,4.748603352,1
-144115000,868985000,588229697,3701246261,3416771048,94.13188749,12.36912132,11.30824974,64.54828517,3.012065505,24.4,0.06,-0.843939394,5.30726257,1
5081225000,1991636000,593366018.2,4079671334,3787402922,97.76400469,3.632117204,6.167690693,65.48250387,0.9342187,23.870001,-0.529999,-0.786242345,0.630935791,1
337600000,2189435000,395330848.5,1984214434,2887610562,93.63605197,-4.127952724,3.891940117,65.20893844,-0.273565426,23.469999,-0.400002,-0.635757606,2.281736111,1
563775000,1467645000,268788315.2,2298599756,2526723639,97.15712472,3.521072753,3.029288159,70.91080571,5.701867268,23.43,-0.039999,-0.493878739,2.23578252,1
5109975000,2251920000,41521309.09,4249617761,3052455483,99.52026058,2.363135857,1.016986621,71.58124099,0.670435275,23.09,-0.34,-0.344242352,0.895522477,1
-609225000,-3008516000,-1042818491,1252789132,-1277931649,77.92873046,4.761790732,-4.750817739,51.89229394,3.85591461,27.1,-1.8,0.42145457,62.40487062,1
-634965000,-2676738000,-482537642.4,1573687286,-745444698.4,60.95035662,15.00393339,-7.100554217,50.66892556,6.621789297,26.84,-1.84,0.527757558,63.00812507,1
-154890000,934336000,-173879757.6,-2113599380,-231074450.5,28.16607371,6.978556986,-9.926926146,43.88080141,2.371326254,29.780001,-0.91,1.072727388,82.45316014,1
5845070000,2173580000,228286242.4,2895324721,240520045.9,31.27383668,3.107762976,-6.628091122,44.79236061,0.911559201,28.809999,-0.970002,1.027090958,74.19079216,1
-644590000,300685000,110065878.8,-1314108156,-2541290383,81.43728802,7.119793872,-3.914220167,52.40203171,3.115219148,21.68,-0.83,-0.154969709,13.82528297,1
512220000,1830020000,48179969.7,-1754710452,322181991.1,24.55878436,13.0061693,-0.485978654,40.17538668,5.937816871,26,-0.51,0.383272782,73.94822394,1
-1289605000,-4906397000,-836345763.6,1894618359,1680495828,60.99599695,31.71870127,3.234847923,45.95064767,15.78320099,28.84,-12.110001,1.681151564,50.55720278,1
